Nome_Escola,REDE,NO_DISTRITO,ID_LATITUDE,ID_LONGITUDE,Municipio,ANO_CENSO,PK_COD_ENTIDADE,ID_DEPENDENCIA_ADM,Dependencia_Administrativa,UF,Endereco,Nr_Endereco,Complemento_Endereco,Bairro,CEP,DDD,Telefone,Telefone_Publico_1,Fax,Correio_Eletronico,Situacao_Funcionamento,DT_ANO_LETIVO_INICIO,DT_ANO_LETIVO_TERMINO,FINSLUCRATIVOS,MOD_ATIV_COMPLEMENTAR,FUNC_PREDIO_ESCOLAR,FUNC_SALAS_EMPRESA,FUNC_PRISIONAL,FUNC_TEMPLO_IGREJA,FUNC_CASA_PROFESSOR,FUNC_GALPAO,FUNC_OUTROS,FUNC_SALAS_OUTRA_ESC,NUM_CNPJ_ESCOLA_PRIVADA,NUM_CNPJ_UNIDADE_EXECUTORA,CONVENIADA_PP,TIPO_CONVENIO_PODER_PUBLICO,ACESSIBILIDADE,REFEITORIO,DESPENSA,AUDITORIO,LABORATORIO_INFORMATICA,LABORATORIO_CIENCIAS,QUADRA_ESPORTES_COBERTA,QUADRA_ESPORTES_DESCOBERTA,PATIO_COBERTO,PATIO_DESCOBERTO,PARQUE_INFANTIL,BIBLIOTECA,BERCARIO,SANITARIO_DENTRO_PREDIO,SANITARIO_FORA_PREDIO,BANHEIRO_CHUVEIRO,NUM_SALAS_EXISTENTES,NUM_SALAS_UTILIZADAS,SALA_LEITURA,AREA_VERDE,NUM_FUNCIONARIOS,ALIMENTACAO,AGUA_FILTRADA,AGUA_REDE_PUBLICA,AGUA_POCO_ARTESIANO,AGUA_CACIMBA,AGUA_FONTE_RIO,AGUA_INEXISTENTE,ENERGIA_REDE_PUBLICA,ENERGIA_GERADOR,ESGOTO_REDE_PUBLICA,ESGOTO_FOSSA,ESGOTO_INEXISTENTE,INTERNET,COMPUTADORES,NUM_COMPUTADORES,COMPUSOALUNOS,EQUIP_DVD,EQUIP_IMPRESSORA,EQUIP_SOM,EQUIP_MULTIMIDIA,EQUIP_FAX,EQUIP_FOTO,EQUIP_PARABOLICA,EQUIP_COPIADORA,EQUIP_RETRO,EQUIP_TV,EQUIP_VIDEOCASSETE,MATERIAL_ESP_NAO_UTILIZA,MATERIAL_ESP_QUILOMBOLA,MATERIAL_ESP_INDIGENA,EDUCACAO_INDIGENA,LINGUA_INDIGENA,LINGUA_PORTUGUESA,ESPACO_TURMA_PBA,ABRE_FINAL_SEMANA,MOD_ENS_REGULAR,MOD_EDUC_ESPECIAL,MOD_EJA,MATTOTAL,MATEI,MATCRECHE,MATPRE,MATEF,MATEFI,MATEF1,MATEF2,MATEF3,MATEF4,MATEF5,MATEF6,MATEF7,MATEF8,MATEF14AI,MATEF58AF,MATS,MAT1S,MAT2S,MAT3S,MAT4S,MAT5S,MAT6S,MAT7S,MAT8S,MATA,MAT1A,MAT2A,MAT3A,MAT4A,MAT5A,MAT6A,MAT7A,MAT8A,MAT9A,MATEM,MATEM1,MATEM2,MATEM3,MATEM4,MATEMNS,MATEM_EM,MATEM1_EM,MATEM2_EM,MATEM3_EM,MATEM4_EM,MATEMNS_EM,MATEM_I,MATEM1_I,MATEM2_I,MATEM3_I,MATEM4_I,MATEMNS_I,MATEM_N,MATEM1_N,MATEM2_N,MATEM3_N,MATEM4_N,MATEP,MATEPCONC,MATEPSUBSEQ,MATEJA,MATEJAEF,MATEJAEM,MATEJAP,MATEJAPEF,MATEJAP14,MATEJAP58,MATEJAPPJ,MATEJAPEM,MATEJASP,MATEJASPEF,MATEJASP14,MATEJASP58,MATEJASPEM,MATEJAEPEF,MATEJAEPNM,MATEJASPEPEF,MATEJASPEPNM,MATEEINCL,MATESPTOT,MATESP,MATESPEXCLUS,MATESPCLESP
VIVA ESCOLA DE EDUCACAO INFANTIL E FUNDAMENTAL,Privada,ITAIM BIBI,-46.6793069,-23.6020437,SAO PAULO,2012,35154210,4,Privada,São Paulo,RUA PROFESSOR VAHIA DE ABREU,466,,VILA OLIMPIA,4549003,11,38460646,30535832,38426927,,Em Atividade,6/2/2012,18/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,3954359000196,58407065000136,Não,,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,83,83,Não,Não,210,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,150,130,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,1496,422,217,205,907,92,95,124,95,124,99,83,103,92,530,377,0,0,0,0,0,0,0,0,0,907,92,95,124,95,124,99,83,103,92,167,80,63,24,0,0,167,80,63,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEI INDIR ACONCHEGO,Privada,SACOMA,-46.5899,-23.6121,SAO PAULO,2012,35307841,4,Privada,São Paulo,VINTE E SETE DE SETEMBRO,10,,CIDADE NOVA HELIOPOLIS,4235040,,20699313,,,ACONCHEGO@CRUZADA.ORG.BR,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Cedido,Não,Não,Não,Não,Não,Não,Não,60915790000167,60915790000167,Sim,Municipal,Não,Sim,Sim,Não,Não,Não,,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,8,8,Sim,Não,34,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,2,0,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,218,218,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR P CONV VALE VERDE,Privada,CACHOEIRINHA,-46.6649,-23464,SAO PAULO,2012,35192776,4,Privada,São Paulo,RUA LUIZ MACARIO DE CASTRO,53,,JARDIM PERI NOVO,2672010,11,39895976,,39895976,VALEVERDE@GLOBO.COM,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Alugado,Não,Não,Não,Não,Não,Não,Não,2622112000100,2622112000100,Sim,Municipal,Não,Sim,Sim,Não,Não,Não,,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,14,12,Não,Não,30,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,2,0,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,218,218,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
CEU CEI QUINTA DO SOL,Pública,CANGAIBA,-46496,-23.4985,SAO PAULO,2012,35357005,3,Municipal,São Paulo,LUIZ IMPARATO,564,,PARQUE CISPER,3819160,,33963450,,33963450,CEIQUINTADOSOL@PREFEITURA.SP.GOV.BR,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,,,,,Sim,Sim,Sim,Não,Não,Não,,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,9,9,Não,Não,53,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,14,9,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,220,220,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEI DIRET JARDIM LUSO,Pública,CIDADE ADEMAR,-46.6362,-23688,SAO PAULO,2012,35238788,3,Municipal,São Paulo,RUA OLDEGARD OLSEN SAPUCAIA,275,,JARDIM LUSO,4421000,,56218005,,56258333,CEIJLUSO@PREFEITURA.SP.GOV.BR,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,,,,,Não,Sim,Sim,Não,Não,Não,,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,10,10,Não,Não,57,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,8,0,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,220,220,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
CEI INDIR JOAO FERNANDES IV,Privada,JOSE BONIFACIO,-46.41729866,-23.58148033,SAO PAULO,2012,35457589,4,Privada,São Paulo,FLOR DA NOITE,50,,JARDIM PEDRA BRANCA,8490740,,22829252,,,CEIJOAOFERNANDES4AMASP@YAHOO.COM.BR,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Cedido,Não,Não,Não,Não,Não,Não,Não,9068229000132,9068229000132,Sim,Municipal,Sim,Sim,Sim,Não,Não,Não,,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,9,9,Não,Sim,28,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,1,0,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,221,221,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
CR P CONV SANTA CATARINA,Privada,JABAQUARA,-46.6627,-23.6488,SAO PAULO,2012,35807370,4,Privada,São Paulo,DOUTOR DJALMA PINHEIRO FRANCO,63,,VILA SANTA CATARINA,4368003,,55643017,,23592860,CEISANTACATARINA@UOL.COM.BR,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,49876394000135,49876394000135,Sim,Municipal,Não,Sim,Sim,Não,Não,Não,,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,11,11,Não,Não,32,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,1,0,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,221,221,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEI INDIR VILA ANGLO,Privada,PERDIZES,-46.6931,-23.5353,SAO PAULO,2012,35180452,4,Privada,São Paulo,RUA DANIEL CARDOSO,129,,VILA ANGLO BRASILEIRA,5028090,,36732129,,,,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Cedido,Não,Não,Não,Não,Não,Não,Não,50863315000130,50863315000130,Sim,Municipal,Sim,Sim,Sim,Não,Não,Não,,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Não,9,9,Não,Não,33,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,,Não,0,0,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,221,221,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEI INDIR SAO LUIS GONZAGA,Privada,RIO PEQUENO,-46.7585,-23.5773,SAO PAULO,2012,35180774,4,Privada,São Paulo,RUA GERTRUDES CUNHA,30,,JARDIM ESTER YOLANDA,5374050,,37191955,,37191955,SOCIEDADEBENEFICENTE@TERRA.COM.BR,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Cedido,Não,Não,Não,Não,Não,Não,Não,69273605000152,69273605000152,Sim,Municipal,Não,Sim,Sim,Não,Não,Não,,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,12,12,Não,Não,37,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,2,0,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,221,221,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROBEN CENTRO EDUCACIONAL,Privada,AGUA RASA,-46.56627325,-23.55609826,SAO PAULO,2012,35434516,4,Privada,São Paulo,INSPETOR MARIO TEIXEIRA,70,,JARDIM ANALIA FRANCO,3335100,11,26745356,26742333,26742333,CRISTINAMARONI@TERRA.COM.BR,Em Atividade,30/1/2012,14/12/2012,,Nao oferece,Alugado,Não,Não,Não,Não,Não,Não,Não,6985153000111,6985153000111,Não,,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,14,14,Sim,Sim,65,Não,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,5,0,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,367,367,222,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
CEI INDIR MARIA PENHA NASCIMENTO,Privada,SAPOPEMBA,-46.5244,-23.6114,SAO PAULO,2012,35433111,4,Privada,São Paulo,DO ORATORIO,6355,,JARDIM ANGELA ZONA LESTE,3221300,,27533868,,,CEIMARIADAPENHA@YAHOO.COM.BR,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,51150423000129,51150423000129,Sim,Municipal,Não,Sim,Sim,Não,Não,Não,,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,10,10,Não,Não,32,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,,Não,0,0,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,223,223,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEI DIRET JARDIM DAS PEDRAS,Pública,TREMEMBE,-46.5908,-23.4194,SAO PAULO,2012,35238272,3,Municipal,São Paulo,ENGENHEIRO ANTONIO DE TOLEDO,SN,,JARDIM DAS PEDRAS,2367010,,29952865,,,,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,,,,,Sim,Sim,Sim,Não,Não,Não,,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,10,10,Não,Não,62,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,6,0,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,223,223,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR P CONV CORACAO DE MAE,Privada,CIDADE ADEMAR,-46.6701,-23.67,SAO PAULO,2012,35401353,4,Privada,São Paulo,YERVANT KISSAJIKIAN,962,,VILA CONSTANCA,4657001,,55652247,,,CORACAOMAE@BOL.COM.BR,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Alugado,Não,Não,Não,Não,Não,Não,Não,3435857000122,3435857000122,Sim,Municipal,Não,Não,Não,Não,Não,Não,,Não,Não,Não,Não,Não,Sim,Não,Não,Não,9,9,Não,Não,30,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,14,12,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,223,223,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
CR P CONV ESPACO DA CRIANCA II,Privada,JAGUARA,-46.7601,-23.5103,SAO PAULO,2012,35421856,4,Privada,São Paulo,CAPELA DE SANTANA,37,,JARDIM MARISA,5108000,,36226767,,,AEJI.CRIANCA@UOL.COM.BR,Em Atividade,1/2/2012,31/12/2012,,Nao oferece,Alugado,Não,Não,Não,Não,Não,Não,Não,8296646000170,8296646000170,Sim,Municipal,Não,Sim,Sim,Não,Não,Não,,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,10,10,Não,Não,32,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,2,0,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,223,223,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0
CEI INDIR VILA FLAVIA,Privada,SAO MATEUS,-46.4751,-23.6016,SAO PAULO,2012,35182205,4,Privada,São Paulo,RUA LUIS ROSSETI,496,,CIDADE SAO MATEUS,3964030,,20117803,20141536,,CEIVILAFLAVIA@TERRA.COM.BR,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,45880499000298,45880499000298,Sim,Municipal,Não,Sim,Sim,Não,Não,Não,,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,10,10,Não,Não,36,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,2,0,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,225,225,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
CR P CONV SANTA ROSA DE LIMA,Privada,JARDIM HELENA,-46.4286,-23.4879,SAO PAULO,2012,35181821,4,Privada,São Paulo,RUA SANTA ROSA DE LIMA,701,703,PARQUE PAULISTANO,8080000,11,25810579,,,CEISANTAROSA@SEPAS.ORG.BR,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,47296884000137,47296884000137,Sim,Municipal,Não,Sim,Sim,Não,Não,Não,,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,7,7,Não,Não,30,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,2,0,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,226,226,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEU CEI WALTER DE ANDRADE PROF,Pública,PENHA,-46.5543,-23.5176,SAO PAULO,2012,35279377,3,Municipal,São Paulo,CONDESSA ELISABETH DE ROBIANO,SN,,VILA MOREIRA,3074000,,22270510,,,NOEMIA_55@IG.COM.BR,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,,,,,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,10,10,Não,Sim,44,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,7,3,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,226,226,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
CEU CEI ALVARENGA,Pública,PEDREIRA,-46.6445,-23705,SAO PAULO,2012,35056704,3,Municipal,São Paulo,ESTRADA DO ALVARENGA,3752,,BALNEARIO SAO FRANCISCO,4474340,,56722551,,,CEICEUALVARENGA@PREFEITURA.SP.GOV.BR,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,,,,,Sim,Sim,Sim,Não,Não,Não,,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,14,14,Não,Sim,82,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,5,0,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,357,357,226,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0
CEI INDIR MONTE AZUL,Privada,JARDIM SAO LUIS,-46.73715213,-23.64620467,SAO PAULO,2012,35181468,4,Privada,São Paulo,TOMAS DE SOUSA,874,,JARDIM MONTE AZUL,5836350,,58518714,,,,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Cedido,Não,Não,Não,Não,Não,Não,Não,61705877001659,61705877000172,Sim,Municipal,Não,Sim,Sim,Não,Não,Não,,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,10,10,Não,Não,31,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,1,0,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,226,226,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
CR P CONV SAO DOMINGOS EDUCANDARIO,Privada,JAGUARA,-46.7518,-23.5159,SAO PAULO,2012,35182990,4,Privada,São Paulo,RUA PRESGRAVE DO AMARAL,160,,VILA DOS REMEDIOS,5103010,,36251326,,,SAODOMINGOS@UOL.COM.BR,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,61813333000477,61813333000477,Sim,Municipal,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,12,12,Não,Sim,39,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,5,0,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,227,227,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEI DIRET DOUGLAS DANIEL NASCIMENTO,Pública,GRAJAU,-46.6814,-23.7404,SAO PAULO,2012,35239297,3,Municipal,São Paulo,MIRAFLORES,26,,JARDIM CASTRO ALVES,4842470,,56611671,,,CEIDDNASCIMENTO@PREFEITURA.SP.GOV.BR,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,,,,,Não,Sim,Sim,Não,Não,Não,,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,11,11,Não,Não,57,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,6,0,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,228,228,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
